lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,strike_slip_rate,dip_slip_rate
135.243,32.7969,-4.8063521,135.103,32.7916,-4.259496,135.126,32.6839,-1.8078754,-11.887342869101,9.941152069047954
135.103,32.7916,-4.259496,135.033,32.731,-2.9881084,135.126,32.6839,-1.8078754,-12.48125874873743,11.261329781250112
132.468,30.6666,-4.3067777,132.375,30.7439,-6.6960409,132.305,30.6535,-7.7626243,0.3035899862456233,-3.8591869585205654
138.348,34.1892,-5.1213102,138.294,34.0715,-4.2322773,138.482,34.0911,0.0,-4.107801108110994,2.832900320936552
138.196,33.9813,-4.399173,138.294,34.0715,-4.2322773,138.131,34.0594,-7.0353233,-7.173079312280354,4.272559153901957
137.302,33.601,-6.626824,137.348,33.505,-4.9084762,137.463,33.5829,-4.9474332,-9.801960642184156,8.849163636102881
137.348,33.505,-4.9084762,137.448,33.4041,-2.4907718,137.463,33.5829,-4.9474332,-7.689712115498042,6.9047080241940755
135.686,32.7807,-3.4213926,135.762,32.6553,0.0,135.919,32.8188,-3.0658399,-5.106599433724401,3.6077033226092254
135.737,32.9009,-6.2419356,135.686,32.7807,-3.4213926,135.919,32.8188,-3.0658399,-9.057740052044236,6.381764209859182
135.076,32.6074,-0.76372154,135.146,32.5921,0.0,135.126,32.6839,-1.8078754,-5.437296750863069,5.286013880532015
135.042,32.6511,-1.6497646,135.076,32.6074,-0.76372154,135.126,32.6839,-1.8078754,-7.980452122668423,8.01177062068608
